 Tenure in Months  Churn Value  Total Customer Svc Requests  Product/Service Issues Reported  Customer Satisfaction  Contract_Month-to-Month  Contract_One Year  Contract_Two Year  Churn Category_0  Churn Category_Attitude  Churn Category_Competitor  Churn Category_Dissatisfaction  Churn Category_Other  Churn Category_Price  Churn Reason_0  Churn Reason_Attitude of service provider  Churn Reason_Attitude of support person  Churn Reason_Competitor had better devices  Churn Reason_Competitor made better offer  Churn Reason_Competitor offered higher download speeds  Churn Reason_Competitor offered more data  Churn Reason_Deceased  Churn Reason_Don't know  Churn Reason_Extra data charges  Churn Reason_Lack of affordable download/upload speed  Churn Reason_Lack of self-service on Website  Churn Reason_Limited range of services  Churn Reason_Long distance charges  Churn Reason_Moved  Churn Reason_Network reliability  Churn Reason_Poor expertise of online support  Churn Reason_Poor expertise of phone support  Churn Reason_Price too high  Churn Reason_Product dissatisfaction  Churn Reason_Service dissatisfaction
                4            1                            1                                0                    0.0                     True              False              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                       False                                      False                                                   False                                       True                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               55            1                            1                                0                    2.0                     True              False              False             False                    False                      False                           False                 False                  True           False                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                         True                                 False                                 False
               32            1                            1                                1                    0.0                     True              False              False             False                    False                      False                            True                 False                 False           False                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                  True
               66            1                            7                                1                    0.0                     True              False              False             False                     True                      False                           False                 False                 False           False                                      False                                     True                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
                6            1                            2                                1                    2.0                     True              False              False             False                    False                      False                            True                 False                 False           False                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                    True                               False               False                             False                                          False                                         False                        False                                 False                                 False
                4            1                            2                                3                    0.0                     True              False              False             False                    False                      False                           False                  True                 False           False                                      False                                    False                                       False                                      False                                                   False                                      False                  False                     True                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
                3            1                            3                                2                    3.0                     True              False              False             False                     True                      False                           False                 False                 False           False                                      False                                     True                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
                8            1                            4                                0                    3.0                     True              False              False             False                     True                      False                           False                 False                 False           False                                      False                                     True                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
                3            1                            2                                0                    2.0                     True              False              False             False                     True                      False                           False                 False                 False           False                                       True                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               43            1                            2                                1                    0.0                     True              False              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                        True                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               13            1                            2                                2                    0.0                     True              False              False             False                     True                      False                           False                 False                 False           False                                      False                                     True                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               27            1                            0                                0                    0.0                     True              False              False             False                     True                      False                           False                 False                 False           False                                       True                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               25            1                            3                                1                    1.0                     True              False              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                        True                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               22            1                            3                                1                    0.0                     True              False              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                        True                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               18            1                            2                                0                    0.0                     True              False              False             False                     True                      False                           False                 False                 False           False                                      False                                     True                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               56            1                            3                                0                    0.0                    False               True              False             False                     True                      False                           False                 False                 False           False                                       True                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               16            1                            1                                5                    0.0                     True              False              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                        True                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               50            1                            1                                0                    0.0                     True              False              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                       False                                       True                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
                3            1                            4                                2                    0.0                     True              False              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                        True                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
                1            1                            1                                0                    0.0                     True              False              False             False                    False                      False                           False                  True                 False           False                                      False                                    False                                       False                                      False                                                   False                                      False                  False                     True                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
                1            1                            4                                0                    0.0                     True              False              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                       False                                       True                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
                4            1                            2                                2                    0.0                     True              False              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                       False                                       True                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               71            0                            0                                0                    0.0                    False              False               True              True                    False                      False                           False                 False                 False            True                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
                2            0                            1                                0                    5.0                    False               True              False              True                    False                      False                           False                 False                 False            True                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
                1            0                            0                                0                    0.0                    False               True              False              True                    False                      False                           False                 False                 False            True                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               43            0                            1                                0                    0.0                    False               True              False              True                    False                      False                           False                 False                 False            True                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               25            0                            0                                0                    0.0                    False               True              False              True                    False                      False                           False                 False                 False            True                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               60            0                            0                                0                    0.0                    False               True              False              True                    False                      False                           False                 False                 False            True                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               66            0                            1                                0                    0.0                    False               True              False              True                    False                      False                           False                 False                 False            True                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               64            0                            1                                0                    4.0                    False              False               True              True                    False                      False                           False                 False                 False            True                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               56            0                            2                                0                    0.0                    False               True              False              True                    False                      False                           False                 False                 False            True                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               30            0                            1                                0                    0.0                    False               True              False              True                    False                      False                           False                 False                 False            True                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
                1            0                            0                                0                    0.0                    False               True              False              True                    False                      False                           False                 False                 False            True                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               66            0                            0                                0                    0.0                    False               True              False              True                    False                      False                           False                 False                 False            True                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               71            0                            2                                0                    3.0                    False               True              False              True                    False                      False                           False                 False                 False            True                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               72            0                            2                                0                    0.0                    False              False               True              True                    False                      False                           False                 False                 False            True                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               71            0                            1                                0                    0.0                    False              False               True              True                    False                      False                           False                 False                 False            True                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               23            0                            1                                0                    0.0                    False               True              False              True                    False                      False                           False                 False                 False            True                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               65            0                            0                                0                    0.0                    False               True              False              True                    False                      False                           False                 False                 False            True                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               13            0                            1                                1                    4.0                    False               True              False              True                    False                      False                           False                 False                 False            True                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
                4            0                            0                                0                    0.0                    False               True              False              True                    False                      False                           False                 False                 False            True                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
